review_id,product_id,user_id,rating,review_text,review_date,title,predicted_label
89,787,U089,5,Amazing product and works perfectly for my skin.,2026-04-15,,
90,253,U090,3,Average performance for the price.,2026-02-01,,
91,397,U091,4,Very lightweight and easy to apply.,2026-01-08,,
92,958,U092,2,Stopped using after one week.,2026-03-31,,
93,547,U093,3,Average performance for the price.,2026-05-10,,
94,579,U094,3,Not bad but there are better alternatives.,2026-01-07,,
95,475,U095,2,Would not recommend this product.,2026-03-14,,
96,546,U096,5,I would definitely buy this again.,2026-05-06,,
97,548,U097,4,Very lightweight and easy to apply.,2026-04-29,,
98,238,U098,5,I would definitely buy this again.,2026-01-23,,
99,383,U099,5,I would definitely buy this again.,2026-03-07,,
100,1073,U100,2,Caused irritation after a few uses.,2026-05-06,,
101,456,U101,3,Not bad but there are better alternatives.,2026-03-13,,
102,323,U102,5,I would definitely buy this again.,2026-01-04,,
103,828,U103,3,The product is okay but nothing special.,2026-04-28,,
104,780,U104,4,Long lasting and smells wonderful.,2026-02-02,,
105,511,U105,1,Caused irritation after a few uses.,2026-03-30,,
106,304,U106,5,Excellent quality and beautiful packaging.,2026-02-21,,
107,993,U107,2,Would not recommend this product.,2026-01-27,,
108,333,U108,2,Very disappointing and poor quality.,2026-03-18,,
109,847,U109,3,Works fine but expected better results.,2026-01-29,,
110,897,U110,5,Amazing product and works perfectly for my skin.,2026-02-13,,
111,613,U111,2,The scent was too strong for me.,2026-04-28,,
112,809,U112,1,The scent was too strong for me.,2026-01-06,,
113,872,U113,4,Amazing product and works perfectly for my skin.,2026-04-25,,
114,506,U114,4,Very lightweight and easy to apply.,2026-02-28,,
115,953,U115,4,Amazing product and works perfectly for my skin.,2026-03-22,,
116,1032,U116,2,Stopped using after one week.,2026-02-13,,
117,410,U117,1,Would not recommend this product.,2026-03-28,,
118,159,U118,2,The scent was too strong for me.,2026-01-28,,
119,985,U119,2,The scent was too strong for me.,2026-03-31,,
120,609,U120,1,Very disappointing and poor quality.,2026-03-29,,
121,595,U121,2,Very disappointing and poor quality.,2026-02-07,,
122,1063,U122,5,Excellent quality and beautiful packaging.,2026-02-20,,
123,902,U123,5,Long lasting and smells wonderful.,2026-05-11,,
124,890,U124,1,The scent was too strong for me.,2026-05-03,,
125,976,U125,4,Very lightweight and easy to apply.,2026-03-17,,
126,687,U126,1,Stopped using after one week.,2026-01-17,,
127,470,U127,2,Stopped using after one week.,2026-03-13,,
128,1081,U128,5,Long lasting and smells wonderful.,2026-02-03,,
129,162,U129,3,The product is okay but nothing special.,2026-01-06,,
130,704,U130,3,Average performance for the price.,2026-04-04,,
131,263,U131,4,I would definitely buy this again.,2026-01-20,,
132,952,U132,5,Amazing product and works perfectly for my skin.,2026-04-16,,
133,160,U133,1,Caused irritation after a few uses.,2026-02-18,,
134,686,U134,5,I would definitely buy this again.,2026-03-09,,
135,887,U135,2,The scent was too strong for me.,2026-01-07,,
136,681,U136,1,Very disappointing and poor quality.,2026-01-21,,
137,602,U137,5,I would definitely buy this again.,2026-01-02,,
138,1055,U138,4,I would definitely buy this again.,2026-03-14,,
139,598,U139,5,Amazing product and works perfectly for my skin.,2026-05-07,,
140,799,U140,4,I would definitely buy this again.,2026-01-17,,
141,601,U141,5,Long lasting and smells wonderful.,2026-01-22,,
142,1068,U142,2,The scent was too strong for me.,2026-01-01,,
143,622,U143,2,The scent was too strong for me.,2026-03-20,,
144,458,U144,2,Very disappointing and poor quality.,2026-01-13,,
145,565,U145,1,The scent was too strong for me.,2026-01-01,,
146,1091,U146,3,The product is okay but nothing special.,2026-03-13,,
147,680,U147,5,Very lightweight and easy to apply.,2026-03-07,,
148,945,U148,1,Caused irritation after a few uses.,2026-01-26,,
149,658,U149,3,Average performance for the price.,2026-01-30,,
150,1064,U150,1,Caused irritation after a few uses.,2026-02-24,,
151,211,U151,5,Very lightweight and easy to apply.,2026-02-25,,
152,980,U152,2,Would not recommend this product.,2026-04-25,,
153,820,U153,1,Caused irritation after a few uses.,2026-01-01,,
154,183,U154,2,Very disappointing and poor quality.,2026-02-20,,
155,914,U155,2,Would not recommend this product.,2026-02-06,,
156,471,U156,2,The scent was too strong for me.,2026-04-12,,
157,682,U157,3,Not bad but there are better alternatives.,2026-02-11,,
158,617,U158,5,Amazing product and works perfectly for my skin.,2026-01-25,,
159,774,U159,5,I would definitely buy this again.,2026-05-09,,
160,393,U160,4,Long lasting and smells wonderful.,2026-03-17,,
161,234,U161,4,I would definitely buy this again.,2026-02-07,,
162,944,U162,5,Very lightweight and easy to apply.,2026-03-13,,
163,161,U163,2,Caused irritation after a few uses.,2026-01-14,,
164,640,U164,5,I would definitely buy this again.,2026-01-03,,
165,880,U165,5,I would definitely buy this again.,2026-02-08,,
166,680,U166,3,Works fine but expected better results.,2026-01-18,,
167,226,U167,1,Caused irritation after a few uses.,2026-03-13,,
168,559,U168,5,I would definitely buy this again.,2026-04-15,,
169,942,U169,1,Caused irritation after a few uses.,2026-03-18,,
170,930,U170,3,Average performance for the price.,2026-03-08,,
171,527,U171,4,Long lasting and smells wonderful.,2026-03-04,,
172,1006,U172,3,The product is okay but nothing special.,2026-01-22,,
173,533,U173,4,Amazing product and works perfectly for my skin.,2026-02-11,,
174,691,U174,5,Very lightweight and easy to apply.,2026-03-28,,
175,361,U175,4,Very lightweight and easy to apply.,2026-04-19,,
176,866,U176,5,Long lasting and smells wonderful.,2026-01-11,,
177,949,U177,2,Stopped using after one week.,2026-04-05,,
178,893,U178,1,Very disappointing and poor quality.,2026-03-13,,
179,289,U179,5,I would definitely buy this again.,2026-05-11,,
180,122,U180,1,The scent was too strong for me.,2026-04-28,,
181,790,U181,1,Very disappointing and poor quality.,2026-01-08,,
182,863,U182,4,Very lightweight and easy to apply.,2026-04-08,,
183,230,U183,1,The scent was too strong for me.,2026-01-27,,
184,973,U184,5,Excellent quality and beautiful packaging.,2026-03-16,,
185,604,U185,3,Not bad but there are better alternatives.,2026-01-13,,
186,207,U186,3,Average performance for the price.,2026-02-18,,
187,946,U187,2,Would not recommend this product.,2026-03-11,,
188,341,U188,2,Would not recommend this product.,2026-02-13,,
189,730,U189,3,Average performance for the price.,2026-01-14,,
190,209,U190,3,Works fine but expected better results.,2026-02-24,,
191,849,U191,4,Very lightweight and easy to apply.,2026-03-13,,
192,499,U192,2,Caused irritation after a few uses.,2026-04-20,,
193,414,U193,2,The scent was too strong for me.,2026-02-07,,
194,936,U194,3,Average performance for the price.,2026-03-25,,
195,470,U195,4,Long lasting and smells wonderful.,2026-02-13,,
196,276,U196,1,Caused irritation after a few uses.,2026-04-17,,
197,1004,U197,4,Long lasting and smells wonderful.,2026-05-02,,
198,1028,U198,2,Caused irritation after a few uses.,2026-04-28,,
199,907,U199,4,I would definitely buy this again.,2026-01-26,,
200,166,U200,4,Very lightweight and easy to apply.,2026-04-16,,
201,1020,U201,2,Caused irritation after a few uses.,2026-03-08,,
202,484,U202,3,Not bad but there are better alternatives.,2026-03-08,,
203,1066,U203,5,Long lasting and smells wonderful.,2026-01-14,,
204,310,U204,5,I would definitely buy this again.,2026-03-22,,
205,1046,U205,3,Works fine but expected better results.,2026-03-27,,
206,187,U206,3,Works fine but expected better results.,2026-02-04,,
207,967,U207,2,The scent was too strong for me.,2026-03-28,,
208,704,U208,2,Very disappointing and poor quality.,2026-02-06,,
209,951,U209,2,Caused irritation after a few uses.,2026-02-17,,
210,806,U210,1,Caused irritation after a few uses.,2026-04-09,,
211,138,U211,4,Very lightweight and easy to apply.,2026-03-30,,
212,122,U212,4,Long lasting and smells wonderful.,2026-02-27,,
213,246,U213,5,Very lightweight and easy to apply.,2026-02-26,,
214,338,U214,4,I would definitely buy this again.,2026-02-07,,
215,270,U215,3,Average performance for the price.,2026-03-08,,
216,317,U216,5,Excellent quality and beautiful packaging.,2026-03-22,,
217,988,U217,4,Very lightweight and easy to apply.,2026-05-04,,
218,706,U218,2,The scent was too strong for me.,2026-01-24,,
219,806,U219,3,Works fine but expected better results.,2026-04-16,,
220,1097,U220,5,Long lasting and smells wonderful.,2026-03-21,,
221,245,U221,1,Would not recommend this product.,2026-02-26,,
222,856,U222,1,Caused irritation after a few uses.,2026-03-10,,
223,1019,U223,2,Stopped using after one week.,2026-03-25,,
224,982,U224,1,Caused irritation after a few uses.,2026-02-13,,
225,421,U225,1,Stopped using after one week.,2026-04-28,,
226,481,U226,5,Excellent quality and beautiful packaging.,2026-03-27,,
227,338,U227,3,Not bad but there are better alternatives.,2026-04-10,,
228,708,U228,5,Amazing product and works perfectly for my skin.,2026-04-19,,
229,510,U229,4,Long lasting and smells wonderful.,2026-04-24,,
230,409,U230,4,Amazing product and works perfectly for my skin.,2026-04-24,,
231,206,U231,4,I would definitely buy this again.,2026-01-01,,
232,1080,U232,3,Not bad but there are better alternatives.,2026-02-19,,
233,811,U233,3,Works fine but expected better results.,2026-03-28,,
234,157,U234,2,Caused irritation after a few uses.,2026-04-14,,
235,514,U235,1,Stopped using after one week.,2026-04-10,,
236,651,U236,4,Excellent quality and beautiful packaging.,2026-02-07,,
237,757,U237,3,Works fine but expected better results.,2026-02-04,,
238,502,U238,5,Very lightweight and easy to apply.,2026-04-02,,
239,254,U239,3,Not bad but there are better alternatives.,2026-02-18,,
240,1026,U240,2,Very disappointing and poor quality.,2026-01-03,,
241,933,U241,1,Stopped using after one week.,2026-02-11,,
242,190,U242,4,I would definitely buy this again.,2026-02-21,,
243,784,U243,3,The product is okay but nothing special.,2026-03-14,,
244,828,U244,5,I would definitely buy this again.,2026-01-03,,
245,183,U245,4,Excellent quality and beautiful packaging.,2026-05-10,,
246,719,U246,5,Excellent quality and beautiful packaging.,2026-04-10,,
247,1070,U247,4,Excellent quality and beautiful packaging.,2026-04-27,,
248,265,U248,4,Very lightweight and easy to apply.,2026-04-05,,
249,923,U249,4,Amazing product and works perfectly for my skin.,2026-02-25,,
250,103,U250,1,Would not recommend this product.,2026-01-13,,
251,442,U251,4,Amazing product and works perfectly for my skin.,2026-03-24,,
252,121,U252,1,Very disappointing and poor quality.,2026-01-03,,
253,885,U253,3,Works fine but expected better results.,2026-04-04,,
254,1017,U254,3,The product is okay but nothing special.,2026-04-16,,
255,244,U255,5,Amazing product and works perfectly for my skin.,2026-01-31,,
256,1033,U256,4,Excellent quality and beautiful packaging.,2026-05-09,,
257,676,U257,1,Very disappointing and poor quality.,2026-04-29,,
258,746,U258,5,Amazing product and works perfectly for my skin.,2026-04-22,,
259,765,U259,2,Caused irritation after a few uses.,2026-01-18,,
260,146,U260,1,The scent was too strong for me.,2026-01-10,,
261,646,U261,3,Works fine but expected better results.,2026-04-15,,
262,393,U262,5,Excellent quality and beautiful packaging.,2026-02-25,,
263,121,U263,2,Would not recommend this product.,2026-03-23,,
264,484,U264,4,Excellent quality and beautiful packaging.,2026-01-13,,
265,164,U265,1,The scent was too strong for me.,2026-01-06,,
266,406,U266,2,Very disappointing and poor quality.,2026-03-26,,
267,355,U267,5,Amazing product and works perfectly for my skin.,2026-04-22,,
268,217,U268,5,Amazing product and works perfectly for my skin.,2026-03-16,,
269,995,U269,3,Works fine but expected better results.,2026-04-03,,
270,1032,U270,2,Caused irritation after a few uses.,2026-03-27,,
271,423,U271,2,The scent was too strong for me.,2026-02-09,,
272,155,U272,5,Amazing product and works perfectly for my skin.,2026-01-15,,
273,478,U273,2,Stopped using after one week.,2026-03-09,,
274,728,U274,2,Very disappointing and poor quality.,2026-04-01,,
275,149,U275,3,The product is okay but nothing special.,2026-04-21,,
276,1037,U276,5,Very lightweight and easy to apply.,2026-02-21,,
277,731,U277,3,The product is okay but nothing special.,2026-02-06,,
278,403,U278,4,Very lightweight and easy to apply.,2026-03-15,,
279,1047,U279,1,Very disappointing and poor quality.,2026-03-23,,
280,282,U280,2,Stopped using after one week.,2026-04-01,,
281,150,U281,2,Stopped using after one week.,2026-03-14,,
282,271,U282,2,Very disappointing and poor quality.,2026-03-08,,
283,1046,U283,5,Amazing product and works perfectly for my skin.,2026-02-04,,
284,572,U284,2,Caused irritation after a few uses.,2026-01-20,,
285,872,U285,5,Very lightweight and easy to apply.,2026-01-15,,
286,433,U286,1,Very disappointing and poor quality.,2026-03-20,,
287,224,U287,1,Would not recommend this product.,2026-04-26,,
288,438,U288,5,Excellent quality and beautiful packaging.,2026-05-04,,
289,276,U289,4,I would definitely buy this again.,2026-01-08,,
290,513,U290,1,Would not recommend this product.,2026-01-20,,
291,101,U291,2,Would not recommend this product.,2026-02-02,,
292,208,U292,1,Very disappointing and poor quality.,2026-02-17,,
293,399,U293,2,Stopped using after one week.,2026-01-12,,
294,393,U294,5,Amazing product and works perfectly for my skin.,2026-01-07,,
295,729,U295,5,I would definitely buy this again.,2026-04-10,,
296,193,U296,3,The product is okay but nothing special.,2026-01-06,,
297,318,U297,5,Amazing product and works perfectly for my skin.,2026-01-27,,
298,107,U298,5,Excellent quality and beautiful packaging.,2026-01-30,,
299,954,U299,2,The scent was too strong for me.,2026-04-09,,
300,700,U300,4,I would definitely buy this again.,2026-02-04,,
301,941,U301,5,Excellent quality and beautiful packaging.,2026-01-21,,
302,926,U302,3,The product is okay but nothing special.,2026-03-14,,
303,957,U303,3,Works fine but expected better results.,2026-03-13,,
304,829,U304,1,Caused irritation after a few uses.,2026-02-26,,
305,267,U305,5,Long lasting and smells wonderful.,2026-04-20,,
306,193,U306,1,Very disappointing and poor quality.,2026-04-02,,
307,361,U307,1,The scent was too strong for me.,2026-04-25,,
308,102,U308,5,Amazing product and works perfectly for my skin.,2026-02-18,,
309,1032,U309,2,Stopped using after one week.,2026-03-20,,
310,911,U310,5,Amazing product and works perfectly for my skin.,2026-04-30,,
311,693,U311,2,Stopped using after one week.,2026-01-21,,
312,718,U312,4,Excellent quality and beautiful packaging.,2026-04-28,,
313,587,U313,2,Would not recommend this product.,2026-01-15,,
314,380,U314,1,Very disappointing and poor quality.,2026-02-06,,
315,179,U315,3,The product is okay but nothing special.,2026-04-21,,
316,624,U316,5,Long lasting and smells wonderful.,2026-05-04,,
317,445,U317,1,Would not recommend this product.,2026-02-21,,
318,184,U318,4,Excellent quality and beautiful packaging.,2026-02-28,,
319,585,U319,5,Amazing product and works perfectly for my skin.,2026-01-20,,
320,656,U320,3,The product is okay but nothing special.,2026-02-19,,
321,840,U321,4,I would definitely buy this again.,2026-02-04,,
322,242,U322,3,Works fine but expected better results.,2026-01-28,,
323,424,U323,1,Would not recommend this product.,2026-02-03,,
324,124,U324,4,Long lasting and smells wonderful.,2026-03-26,,
325,416,U325,4,Very lightweight and easy to apply.,2026-01-05,,
326,424,U326,2,Very disappointing and poor quality.,2026-02-10,,
327,442,U327,3,Not bad but there are better alternatives.,2026-04-27,,
328,938,U328,1,Would not recommend this product.,2026-01-15,,
329,109,U329,1,The scent was too strong for me.,2026-02-17,,
330,1050,U330,5,Amazing product and works perfectly for my skin.,2026-03-15,,
331,125,U331,3,Works fine but expected better results.,2026-01-21,,
332,439,U332,1,Would not recommend this product.,2026-01-30,,
333,772,U333,1,Caused irritation after a few uses.,2026-02-24,,
334,674,U334,5,Amazing product and works perfectly for my skin.,2026-03-30,,
335,295,U335,1,The scent was too strong for me.,2026-01-03,,
336,811,U336,2,Stopped using after one week.,2026-02-23,,
337,933,U337,2,Would not recommend this product.,2026-03-23,,
338,431,U338,2,Very disappointing and poor quality.,2026-01-02,,
339,929,U339,3,Works fine but expected better results.,2026-02-15,,
340,1039,U340,5,Very lightweight and easy to apply.,2026-02-02,,
341,116,U341,5,Amazing product and works perfectly for my skin.,2026-01-02,,
342,562,U342,5,Long lasting and smells wonderful.,2026-04-03,,
343,767,U343,3,Not bad but there are better alternatives.,2026-04-15,,
344,197,U344,1,Stopped using after one week.,2026-04-17,,
345,1004,U345,5,I would definitely buy this again.,2026-04-30,,
346,248,U346,2,Caused irritation after a few uses.,2026-01-03,,
347,868,U347,4,I would definitely buy this again.,2026-01-25,,
348,851,U348,5,I would definitely buy this again.,2026-02-20,,
349,928,U349,2,Very disappointing and poor quality.,2026-02-11,,
350,250,U350,1,Would not recommend this product.,2026-04-01,,
351,511,U351,3,Average performance for the price.,2026-01-25,,
352,909,U352,5,Long lasting and smells wonderful.,2026-03-08,,
353,163,U353,1,Would not recommend this product.,2026-03-27,,
354,994,U354,3,Works fine but expected better results.,2026-01-08,,
355,127,U355,4,Excellent quality and beautiful packaging.,2026-04-24,,
356,879,U356,4,I would definitely buy this again.,2026-02-17,,
357,756,U357,5,Excellent quality and beautiful packaging.,2026-05-05,,
358,188,U358,2,Would not recommend this product.,2026-01-11,,
359,401,U359,1,Caused irritation after a few uses.,2026-01-14,,
360,104,U360,5,Long lasting and smells wonderful.,2026-04-13,,
361,952,U361,5,Very lightweight and easy to apply.,2026-04-20,,
362,287,U362,2,Very disappointing and poor quality.,2026-02-03,,
363,693,U363,4,Long lasting and smells wonderful.,2026-03-08,,
364,611,U364,5,I would definitely buy this again.,2026-02-19,,
365,883,U365,1,Would not recommend this product.,2026-04-13,,
366,670,U366,5,I would definitely buy this again.,2026-03-08,,
367,632,U367,3,Average performance for the price.,2026-03-28,,
368,454,U368,1,The scent was too strong for me.,2026-03-25,,
369,889,U369,1,Would not recommend this product.,2026-03-22,,
370,839,U370,1,Caused irritation after a few uses.,2026-04-02,,
371,597,U371,5,I would definitely buy this again.,2026-02-28,,
372,789,U372,5,Long lasting and smells wonderful.,2026-03-02,,
373,317,U373,4,Amazing product and works perfectly for my skin.,2026-01-14,,
374,772,U374,5,Long lasting and smells wonderful.,2026-02-01,,
375,934,U375,4,Excellent quality and beautiful packaging.,2026-03-27,,
376,211,U376,4,Long lasting and smells wonderful.,2026-01-27,,
377,471,U377,1,The scent was too strong for me.,2026-04-03,,
378,787,U378,3,Average performance for the price.,2026-02-05,,
379,588,U379,1,Caused irritation after a few uses.,2026-04-13,,
380,1023,U380,1,Stopped using after one week.,2026-05-06,,
381,328,U381,2,Would not recommend this product.,2026-01-04,,
382,1034,U382,3,Average performance for the price.,2026-04-24,,
383,804,U383,1,The scent was too strong for me.,2026-04-26,,
384,331,U384,2,Would not recommend this product.,2026-01-09,,
385,275,U385,4,Excellent quality and beautiful packaging.,2026-04-10,,
386,688,U386,1,Very disappointing and poor quality.,2026-04-06,,
387,355,U387,5,Amazing product and works perfectly for my skin.,2026-03-14,,
388,730,U388,1,Stopped using after one week.,2026-04-13,,
389,322,U389,3,Works fine but expected better results.,2026-04-24,,
390,511,U390,5,Excellent quality and beautiful packaging.,2026-03-30,,
391,260,U391,4,Amazing product and works perfectly for my skin.,2026-03-02,,
392,598,U392,5,Very lightweight and easy to apply.,2026-03-01,,
393,273,U393,2,Would not recommend this product.,2026-02-03,,
394,423,U394,5,Long lasting and smells wonderful.,2026-01-24,,
395,399,U395,5,Very lightweight and easy to apply.,2026-01-26,,
396,266,U396,5,Excellent quality and beautiful packaging.,2026-04-14,,
397,460,U397,5,Excellent quality and beautiful packaging.,2026-02-03,,
398,907,U398,3,Works fine but expected better results.,2026-02-20,,
399,572,U399,3,Average performance for the price.,2026-02-01,,
400,894,U400,3,Average performance for the price.,2026-04-03,,
401,819,U401,2,Stopped using after one week.,2026-02-03,,
402,316,U402,1,Would not recommend this product.,2026-04-16,,
403,792,U403,3,Not bad but there are better alternatives.,2026-01-03,,
404,480,U404,3,Works fine but expected better results.,2026-03-30,,
405,1021,U405,4,Amazing product and works perfectly for my skin.,2026-05-09,,
406,731,U406,5,Long lasting and smells wonderful.,2026-03-11,,
407,430,U407,5,Long lasting and smells wonderful.,2026-04-04,,
408,771,U408,5,Amazing product and works perfectly for my skin.,2026-04-24,,
409,415,U409,2,Would not recommend this product.,2026-02-19,,
410,524,U410,1,Would not recommend this product.,2026-04-19,,
411,135,U411,2,The scent was too strong for me.,2026-04-09,,
412,716,U412,5,Very lightweight and easy to apply.,2026-02-02,,
413,391,U413,3,Not bad but there are better alternatives.,2026-02-21,,
414,785,U414,2,Stopped using after one week.,2026-03-29,,
415,947,U415,5,Excellent quality and beautiful packaging.,2026-04-25,,
416,372,U416,3,Average performance for the price.,2026-02-10,,
417,474,U417,1,The scent was too strong for me.,2026-04-20,,
418,236,U418,4,Very lightweight and easy to apply.,2026-03-05,,
419,248,U419,1,The scent was too strong for me.,2026-04-15,,
420,232,U420,2,Very disappointing and poor quality.,2026-02-11,,
421,841,U421,3,Works fine but expected better results.,2026-01-06,,
422,657,U422,4,Amazing product and works perfectly for my skin.,2026-01-07,,
423,863,U423,4,Excellent quality and beautiful packaging.,2026-05-05,,
424,1040,U424,4,I would definitely buy this again.,2026-01-03,,
425,1066,U425,1,The scent was too strong for me.,2026-01-14,,
426,959,U426,1,The scent was too strong for me.,2026-04-17,,
427,639,U427,3,Not bad but there are better alternatives.,2026-03-19,,
428,181,U428,4,Amazing product and works perfectly for my skin.,2026-01-01,,
429,821,U429,4,Excellent quality and beautiful packaging.,2026-04-15,,
430,268,U430,5,Amazing product and works perfectly for my skin.,2026-03-07,,
431,1064,U431,5,Excellent quality and beautiful packaging.,2026-02-15,,
432,747,U432,5,Excellent quality and beautiful packaging.,2026-03-31,,
433,808,U433,1,The scent was too strong for me.,2026-02-25,,
434,128,U434,4,Long lasting and smells wonderful.,2026-05-07,,
435,638,U435,1,Would not recommend this product.,2026-02-11,,
436,879,U436,5,Amazing product and works perfectly for my skin.,2026-05-03,,
437,123,U437,1,Very disappointing and poor quality.,2026-02-17,,
438,348,U438,5,Excellent quality and beautiful packaging.,2026-05-02,,
439,943,U439,2,The scent was too strong for me.,2026-05-02,,
440,1017,U440,5,I would definitely buy this again.,2026-05-03,,
441,263,U441,2,The scent was too strong for me.,2026-01-17,,
442,770,U442,1,Caused irritation after a few uses.,2026-02-28,,
443,566,U443,5,Very lightweight and easy to apply.,2026-02-15,,
444,750,U444,1,Stopped using after one week.,2026-03-15,,
445,915,U445,2,Would not recommend this product.,2026-05-09,,
446,106,U446,5,Long lasting and smells wonderful.,2026-03-17,,
447,316,U447,2,Stopped using after one week.,2026-02-19,,
448,515,U448,4,Excellent quality and beautiful packaging.,2026-04-14,,
449,975,U449,5,I would definitely buy this again.,2026-04-14,,
450,115,U450,1,Stopped using after one week.,2026-03-11,,
451,592,U451,4,Long lasting and smells wonderful.,2026-01-01,,
452,887,U452,4,Amazing product and works perfectly for my skin.,2026-03-23,,
453,583,U453,4,Very lightweight and easy to apply.,2026-02-04,,
