review_id,product_id,user_id,rating,title,review_text
33,103,U033,4.0,A conditioner for your hair,hand aloe bamboo conditioner doubt favourite washes feel smoother scent natural natural aloe vera no added parabens feel softer shinier strengthening continue buy future
34,103,U034,4.0,Good conditioner,conditioner applying min wash soft frizz free manageable fragrance pleasant
35,103,U035,4.0,Thick consistency,consistency packaging bottle super cute yeah conditioner manageable completely
36,103,U036,4.0,Nice Conditioner,conditioner sulphate free paraben free part conditioner bamboo aloevera soft
37,103,U037,4.0,amazing conditioner,shampoo dry hai repair damage manageable day wash controlling frizz amount conditioner quantity affordable
38,103,U038,4.0,Very hydrating,conditioner hydrating repair damage shiny amd manageable smell feel fresh
39,103,U039,4.0,Mild shampoo and very effective,herbal essence sulfate free shampoo range potent aloe eucalyptus range smell fresh throughly cleanse scalp natural oil hydrate maintain shin bounce
40,103,U040,5.0,Great product for the price,soft hydrate shampoo range fave combo dry damage
41,103,U041,5.0,One of the best !!,brings back shine smoothness super frizz free surely
42,103,U042,5.0,Best conditioner,conditioner herbal essence shampoo soft shiny part sulphate paraben free
43,103,U043,5.0,Amazing product,conditioner feel ultra manageable shiny tyms completely change helped split end wow give life
44,103,U044,5.0,Really good,quality conditioner soft frizz free feel natural free paraben sulphates money
45,103,U045,5.0,Amazing conditioner,week manage detangle tiny amount soft shiny paraben free win win
46,103,U046,5.0,Good,week washes writing smell wash recommend conditioner silky shiny
47,103,U047,5.0,Goodness,aloe base conditioner smoother softer incredible result fragrance feel fresh clean
48,103,U048,5.0,Shiny hairs,part conditioner not harmful chemical leave shiny fragrance hydrate complete solution shampoo
49,103,U049,5.0,Best combo deal for scalp cleanser and conditioner,fragrance effective natural scalp cleanser conditioner combo deal price free parabens sulphates natural
50,103,U050,5.0,Best conditioner,shampoo conditioner duo herbal essence shampoo conditioner month shampoo conditioner fall completely stopped healthy
51,103,U051,5.0,Awesome conditioner,bottle conditioner work provide shine softness
52,103,U052,5.0,Awesome,shampoo conditioner herbal essence soft
53,103,U053,4.0,Detangles my hair perfectly!,creamy detangles small amount worth single penny
54,103,U054,5.0,best shampoo,brand purchase result frizz free
55,103,U055,5.0,Best conditioner ever!!!,soft shiny aloe potent shampoo trust feeling wonderful relaxing mild fragrance relieve stress absolutely repurchase
56,103,U056,5.0,Smooth conditioner,guy soft texture conditioner recommended silky
57,103,U057,5.0,A very smooth conditioner and must use along with the shampoo,herbal essence aloe bamboo conditioner essential step shampoo pleasant fragrance feel fresh colorants sulfate paraben free
58,103,U058,5.0,Great conditioner,smell soft texture
59,103,U059,5.0,Best conditioner for smooth hairs,herbal essence aloe bamboo conditioner wash free completely natural everyday smell awesome
60,103,U060,5.0,Beautiful Conditioner,conditioner stay frizz free buy totally recommendable
61,103,U061,5.0,Amazing conditioner,conditioner thick texture soft smoother part conditioner chemical free give rating happy purchase shampoo
62,103,U062,5.0,Love it!,amaze brand herbal essences loving shampoo conditioner bamboo set conditioner loving result packed ingredient bamboo aloe vera not effect coloured scent fresh conditioner nourishes deeply leaving soft supple totally recommend buy
63,103,U063,5.0,Love this one 😍,conditioner save lot money conditioner fall control find gem work wonderful conditioner rich creamy nourishes proper strength shine
64,103,U064,5.0,Worth Buying,shampoo conditioner bouncy silky shiny post wash fragrance strong stay thick liquid form bottle packaging experience fall worth buying
65,103,U065,5.0,Smooth and shining,smell shine texture creamy pro sulphate free term shiny con chemical ingredient list
66,103,U066,5.0,Good one,curly soft
67,103,U067,5.0,Silky and shiny,conditioner no hairfall apply conditioner fizziness no detangle glossy
68,103,U068,5.0,Good for damaged hair,conditioner shampoo happy shinier smoother cost effective totally satisfied
69,103,U069,5.0,Smoothening conditioner,mild fragrance conditioner softening frizzy end option sulphate paraben range
70,103,U070,5.0,Conditioner for strong and smooth hair,strong silky conditioner herbal essence aloe bamboo conditioner dry frizzy prone hairfall applying conditioner soft compare prone hairfall conditioner chemical free real plant extract hydrate herbal essence shampoo conditioner
71,103,U071,5.0,Best sulphate free conditioner,conditioner leaves no fizz smell mild natural feel softer smoother
72,103,U072,5.0,Soft hair,sulphate paraben free affordable range conditioner smoothen control frizz
73,103,U073,5.0,Tangle free,goodness aloe bamboo soft silky hand condition chemical soft smell
74,103,U074,5.0,Best conditioner,deal bought shampoo conditioned feel shiney manageable
75,103,U075,5.0,Highly recommended,aloe vera condition effectively leave soft bouncy not scared summer heat anymore absolutely conditioner
76,103,U076,5.0,Great for rough frizzy hair,herbalessences bio renew potent bamboo aloe conditioner organically no harmful chemical pure gel white creme form gentle fragrance suit types season super soft frizz free manageable sulphate colorants sls vegan organic herbal
77,103,U077,5.0,Perfect!!,conditioner soft shiny
78,103,U078,5.0,Good conditioner,conditioner strengthen moisturize hydrate gentle texture absolutely real plant extract guy
79,103,U079,5.0,Truly amazed,started conditioner week dry day day herbal essence care range choose bamboo range shiny soft thing notice consistency conditioner spread easily suffering dryness problem range
80,103,U080,5.0,Best brand ever.,herbal essence shampoo conditioner past year lot hairfall dryness game totally change herbal essence absolutely worth price quantity
81,103,U081,5.0,Amazing conditioner,conditioner helped shiny glossy voluminous helped reduce frizziness extent absolutely
82,103,U082,5.0,Good conditioner,thought texture heavy conditioner not manageable
83,103,U083,5.0,Fantastic conditioner!,herbal essence aloe bamboo conditioner absolutely post shampoo leave conditioner minute length rinse transformed smoother shinier mild fragrance conditioner chemical free totally safe recommend herbal essence aloe bamboo conditioner
84,103,U084,5.0,Amazing result,ordered shampoo conditioner frizzy smoothening applying day super tangle free not conditioner shampoo work amazingly
85,103,U085,5.0,Very good conditioner,sulfate free potent aloe bamboo conditioner frizzy dull issue work day frizzy healthy manageable hydrate shiny fragrance
86,103,U086,5.0,"Makes my hair smooth ,shinny and soft",conditioner felt soft silky shinny pleasant mild fragrance no sulphate parabens feel gentle earlier shampoo purchase conditioner work frizzy dry money
87,103,U087,5.0,Smooth,brand loving result supper
88,103,U088,5.0,The best for dry and frizzy hair,conditioner frizzy dry super soft nourished shiny super frizzy soft shiny nourished frizz dryness
89,103,U089,5.0,Nice,concept bottle plastic initiative conditioner white texture shampoo fragrance amount huge
90,103,U090,5.0,Sooo soft to touch,aloe herbal combination aloe bamboo soft touch felt damage pregnancy conditioner type
91,103,U091,5.0,Makes the hair soft,conditioner week video shoot photo shoot schedule day soft fall whichever set brand aloe bamboo comditioner aloe shampoo
92,103,U092,5.0,Fights off frizzy hair,hand brand herbal essence exceeded expectation bio renew formulation worked provide strength everytime loaded concoction potent aloe eucalyptus work dull frizzy highly recommended
93,103,U093,5.0,Very nourishing,conditioner hydrating nourishing not dry nourishes tames frizz aloe balancing coolness scalp
94,103,U094,5.0,Gives a good Texture to your hair,soft shining not kind harmful chemical give strong root
95,103,U095,5.0,Good one,shampoo generally condition ensure frizz free thicker normal conditioner job pretty feel soft smoother wash
96,103,U096,5.0,Nyc conditioner,conditioner shiny remove hairs treated lusture
97,103,U097,5.0,Works well,conditioned feel shiny lightweight manageable
98,103,U098,5.0,Great conditioner,conditioner conditioner list work worth purchasing
99,103,U099,5.0,Bestest conditioner,conditioner silky add shin super aloe vera conditioner packaging
100,103,U100,5.0,Best for silky shiny hair,reduce hairfall give silky shiny shampoo conditioner superb
101,103,U101,5.0,Love this conditioner,wow conditioner soo dry frizzy soft manageable day
102,103,U102,5.0,Conditioner,shampoo
103,103,U103,5.0,Controls the frizz,wavy curly frizzy work spa
104,103,U104,5.0,Treat for Hairs,ordered brother happy quality improve shining healthier
105,103,U105,5.0,Just perfect,hv brand care palmer loreal proffessional ogx palmer ogx year palmer hv change formula dnt formula orderd amazingly pefect curly shifted bcm rough dry hairfall brittle curly hairs soft nourished lock moisturiser perfectly specially condioner
106,103,U106,5.0,Best conditioner ever,frizzy started
107,103,U107,5.0,Amazing conditioner,conditioner week commendable difference quality forward ordering combo
108,103,U108,5.0,Great,worth purchase softer shinier mild smell
109,103,U109,5.0,Conditioner smooth,soft managable detangles
110,103,U110,5.0,best conditioner,work pretty eucalyptus shampoo herbal essence soft shiny
111,103,U111,5.0,Very good conditioner,conditioner feeling difference silky tangle free
112,103,U112,5.0,Soft and good fragrance,body fragrance shampoo touch softness conditioner thing odour touch soft silky
113,103,U113,5.0,Nice effect on hair,aloe conditioning nourished shine
114,103,U114,5.0,Must try product,conditioner soft manageable reduces frizz breakage fragrance shampoo result
115,103,U115,5.0,It is great!,smell soo bottle huge easily year leave soft
116,103,U116,5.0,Perfect solution,shampoo lock moisture soft shiny
117,103,U117,5.0,The best....!!!,bought conditioner aloe bamboo shampoo miraculously conditioner leave pleasant smell wash
118,103,U118,5.0,Loved the conditioner,shampoo shine frizz free strong
119,103,U119,5.0,Makes hair very soft.,conditioner washing shampoo range thick creamy texture spread making manageable smoother softer notice lesser hairfall comb wash work
120,103,U120,5.0,Amazing,no sulphate no paraben effect range conditioner herbal essence not paraben safe rate
121,103,U121,5.0,Conditioning,dry dull
122,103,U122,5.0,Excellent,smell feel scalp clean not frizzy
123,103,U123,5.0,Smooth and soft hair,conditioner frizzy super soft earlier nothing worked thankfully find nykaa
124,103,U124,1.0,Try sample before you buy,hairfall increase peak
125,103,U125,5.0,Amazing product,conditioner soo silky though chemically treated
126,103,U126,5.0,Aloe and Bamboo Conditioner,ordered aloe bamboo conditioner shampoo combination shine lustre feel super cool apply
127,103,U127,5.0,Great product,bought shampoo conditioner range conditioner making frizz free manageable felt voluminous bouncy
128,103,U128,5.0,Amazing,fragrance quality comditioner moisturise completely shampoo
129,103,U129,5.0,Reduce Frizziness,decent conditioner reduce frizziness
130,103,U130,5.0,Absolutely stunning!,straight fine limp condition weighing rated herbal essence happy nykaa restock variant
131,103,U131,5.0,Herbal Essences Aloe & Bamboo Conditioner,shampoo conditioner amount nourished absolutely range highly recommend
132,103,U132,5.0,Truly Herbal Condition,wonderful conditioner nourishment damage manage frizzy no paraben sulphate herbal
133,103,U133,5.0,Smooth hair,suggested sister suggesting dry frizzy soft frizz free
134,103,U134,5.0,Aloe and Bamboo conditioner,fantastic soothing conditioner aloe vera cooling effect summer heat bamboo extract support nourishment apply mins shampoo wash rinse give result
135,103,U135,5.0,Happy to get my smooth hair back,recently started condition sulphate paraben free dry sulphate paraben recently friend though price costly decide buy listening result happy choice soft silky loving
136,103,U136,1.0,Worst product,hairfall dry
137,103,U137,1.0,Not worth buying,month facing fall frizziness no shine freshness greasy although rinse shampoo
138,103,U138,1.0,Worst shampoo ever,never hairfall give nightmare refuse stop though stopped shampoo loose hell lot expensive tresseme wven lot chemical
139,103,U139,1.0,Unworthy product,not suitable dry experience massive loss
140,103,U140,1.0,Didn’t like it at all,frizzy not work dry frizzy not work cleanser reorder hydrate coconut milk shampoo conditioner worked till
141,103,U141,1.0,Bad product,bad shampoo leave dry
142,103,U142,5.0,Smooth hair and smells amazing.,herbal essences conditioner smell heavenly leave soft
143,103,U143,5.0,So nice product,feeling comfortable quality excellent price range soft smell paraben sulphates quality excellent strong brand
144,103,U144,5.0,Everyone Should try this,lot conditioner experiment result work moisturize wash smell highly recommended
145,103,U145,5.0,Great,awesome soft
146,103,U146,4.0,Aloe and Bamboo,decent gentle conditioner formula conditioner work conditioner optional step care shine contioner week work smoothining treatment respective shampoo serum
147,103,U147,4.0,LOVE THIS CONDITIONER,herb essence conditioner game changer absolutely curly soft manageable recommend
148,103,U148,2.0,Overhyped. Don't believe the positive reviews.,bought project reading positive review high rating waste conditioner not marketing gimmick sls paraben free neither hydrate smoothen detangles dry usual work normal type dry damage dove advance series dove moisture l'oreal protect herbal essence leave dry not detangle smoothen strengthening conditoner not hydrating
149,103,U149,1.0,Not good,nothing dry
150,103,U150,1.0,Not for curly hair,not suit dry frizzy cost entire bottle not
151,103,U151,5.0,Soft and smooth,soft not weigh manage applying conditioner smell soft minty smell tingling cool refreshing feeling scalp soft reccomend no worries anymore
152,103,U152,5.0,Best conditioner for dry frizzy hairs,fan herbal essence shampoo shampoo brand conditioner smell not weigh remove frizziness
153,103,U153,5.0,Good,conditioner recently herbal essence herbal essence potent aloe vera bamboo conditioner feel soft no fall helpful summer
154,103,U154,5.0,Best of the bestest conditioner,thing happened care solution recommended friend dry damage initial usage feel change healed breakage free feel controlled highly recommend ladies type colored work
155,103,U155,5.0,Best conditioner for smooth hair,herbal essence conditioner soft real plant extract giving moisturizer strength hydrate combo herbal essence shampoo leave conditioner minute rinse cold water
156,103,U156,5.0,Amazing conditioner with Aloe and Bamboo extracts,conditioner loving divine smell effective keeping hairs soft detangles easily aloe bamboo extract healthy not parabens sulphate
157,103,U157,5.0,Amazing product,recently started conditioner wash result evident feel soft shiny part fragnance
158,103,U158,5.0,Love this product,absolutely conditioner day soft manageable recommend
159,103,U159,5.0,Superb.,helped nicely itchy scalp buy order family member
160,103,U160,5.0,Must-Try Conditioner!!!,combination herbal essence aloe shampoo silky providing shine
161,103,U161,5.0,Absolutely best,skeptical no parabens sulphates clean ny not surely stand claim ny manageable softer recommend
162,103,U162,5.0,Does the job,pretty condioner leave soft thick conditioner mask work shampoo range
163,103,U163,4.0,Nice one,shampoo smoother manageable fragrance comb
164,103,U164,3.0,Ok ok conditioner,conditioner lesser price
165,103,U165,3.0,Hairfall,give shiny alot hairfall
166,103,U166,3.0,"Soft,smooth and lustrous hair without visiting salon",rid dry unmanageable frizzy mane softer smoother conditioner creamy consistency spread damp fragrance fresh mild wash dosent weight wash feel silky soft add lot shine frizz free manageable styling recommend counterpart shampoo
167,103,U167,3.0,Good for dry hair,shampoo conditioner combo herbal essence starting feel bit dry summer experience pretty feeling soft though washes consistency worth
168,103,U168,3.0,Good product,work shampoo range suitable summer season not hydrating
169,103,U169,3.0,Okay,qty small amt
170,103,U170,3.0,Nice conditioner,conditioner soft sulphate paraben silicone free
171,103,U171,2.0,Liked it,soft scalp oily length not scalp
172,103,U172,2.0,Okayish,conditioner not shampoo dried conditioner led hairfall
173,103,U173,2.0,Its ok!,conditioner nothing aha job rs dive conditioner
174,103,U174,1.0,Don't waste your money on this,not suggest conditioner shampoo not worth penny washing conditioner frizzy hard
175,103,U175,1.0,Not good,waste waste waste not suit feel gel kind hard kind glue dries wash wash dries feel shit
176,103,U176,4.0,Great product,conditioner soft reduce hairfall
177,103,U177,4.0,Good enough,smell conditioner remind forest conditioner nourishing not weigh normal dry normal oily extremely oily extremely dry not enjoy decent conditioner not holy grail
178,103,U178,4.0,Nice conditioner,conditioner softens smoothen weighing not sulphate parabens
179,103,U179,4.0,A must buy!,chemically treated
180,103,U180,5.0,So amazing!,honestly conditioner feel soft shiny conditioner recommended work
181,103,U181,5.0,Good Conditioner,purchase conditioner shampoo prefer conditioner soft manageable shampoo
182,103,U182,5.0,Best for hair nourishment,lot difference manageable blessing dry thought
183,103,U183,5.0,A must conditioner,soft wash effect single shine
184,103,U184,5.0,Wonderful,pleasant smell support nourishing conditioner loving
185,103,U185,5.0,Excellent,herbal essence bamboo conditioner lock moisture healthy texture
186,103,U186,4.0,Aloe and bamboo conditioner for soft hair,dry hard day suggested shampoo conditioner difference alovera alovera totally satisfied abs suggest
187,103,U187,5.0,Best quality products,herbal essence shampoo conditioner shiny smoother
188,103,U188,4.0,Silky soft,mild fragrance silky however find slightly highly price compare similar option market
189,103,U189,4.0,Average product,chemical free not remove oil wash smell oky feel highly price start trial package small quantities not happy
190,103,U190,5.0,Smells lovely,conditioner leave fragrance day
191,103,U191,5.0,One of the best.,instantly felt softness wash hairfall compare shampoos fragrance mild doesnt stay re-purchase
192,103,U192,5.0,This is very gentle,gentle purchase buy
193,103,U193,5.0,The best one,variant aloe vera bamboo entire range herbal essences conditioner detangles softens weighing making greasy mild lingers short conditioner repurchase
194,103,U194,5.0,Woww conditioner,conditioner manageable making silky claim not parabens sulphates big thumb smell recommend repurchase shampoo combo result helpful wavy curly
195,103,U195,5.0,Must for dry frizzy hairs,option feel soft shiny post
196,103,U196,5.0,Worth every penny,work dry smell blindly pick
197,103,U197,5.0,Absolutely amazing!!,struggling find conditioner super frizzy soft shiny detangles applying
198,103,U198,5.0,Wow Product,opt sulphate free brand not work improved volume thought
199,103,U199,5.0,A very good conditioner,brand shampoo result mom gentle conditioner frequently require smoothness shine work scalp healthy mild fragrance soothing
200,103,U200,5.0,Wonderful product..!!,conditioner awesum super soft oily day mild fresh smell paraban free
201,103,U201,5.0,Leaves hair so smooth,conditioner soft fragrance leave soothing
202,103,U202,5.0,Best shampoo,shampoo work wonderfully facing bad fall wash feel dramatically soft facing type issue pls previously loreal professional shampoo mask year recent treatment not happy shampoo mask not working friend suggested big hope work
203,103,U203,5.0,Shiny hair,shine smoothness shampooing shampoo loving result
204,103,U204,5.0,Loving it,helped making soft frizz free rough application conditioner
205,103,U205,5.0,Simply love this product.,loved conditioner yoyr tangle free silky soft not require serum conditioning feel budget friendly
206,103,U206,5.0,Makes my hair soft,conditioner scent feel silkier feel bouncy
207,103,U207,4.0,Good conditioner,job feel bit thick
208,103,U208,4.0,Not work so much,condition not work conditioner felt dry
209,103,U209,4.0,Softer hair,leaves frangrance pretty smoother
210,103,U210,4.0,Okay,smell weird bamboo variant not argan oil whipped coconut range
211,103,U211,4.0,Good conditioner,conditioner nothing
212,103,U212,4.0,It's very nice ¹,soft
213,103,U213,4.0,Smells awesome but not bottle sealed,smell awesome quiet surprise bottle not sealed hope not
214,103,U214,5.0,Best for hairfall dry and frizzy hair,conditioner work dry type frizz free detangles strand smoothen texture genuinely conditioner
215,103,U215,5.0,Silky hair,frizz free fragrant day
216,103,U216,5.0,Good results,shampooing aloe bamboo shampoo mins length washing feel frizz free stop touching
217,103,U217,5.0,Nourishing Hair Conditioner,conditioner worked dry dull moisturize put life back shiny strong texture improve frizziness reduce worth gentle conditioner pleasant fragrance
218,103,U218,5.0,Best Conditioner,herbal essence shampoo potent aloe eucalyptus conditioner strengthen roots leaves shining effect sulphate parabens free richness aloe bamboo totally natural conditioner shampoo totally worth
219,103,U219,5.0,Best hair conditioner,wow herbal essence aloe vera bamboo conditioner nourishing strength root
220,104,U220,4.0,Soft shampoo,shampoo conditioner combo soft not give finish added strength main property fall considerably washes type dry worked
221,104,U221,4.0,Nice combo for hairs,work straight hairs shampoo cleanses causing loss conditioner weighing hope not artificial fragrance awesome
222,104,U222,4.0,Amazing Hair Kit,impressed shampoo conditioner herbal essence shiny deal price
223,104,U223,4.0,Amazing Shampoo,shampoo feel soft hydrate conditioner not fragrance feel job
224,104,U224,1.0,Pls avoid if your home water is hard water!!,read review thought give variant brand brand sls paraben free none showed improvement pink discontinue add shine coming absolutely nothing infact lot oily home water not nothing sheer waste money rs clinic work
225,104,U225,5.0,Good,shampoo
226,104,U226,5.0,Loved the combo,calming cleanser
227,104,U227,5.0,Bestest,bestest
228,104,U228,5.0,"""Smooth hair """,soft
229,104,U229,5.0,Very Nice Product,recommend nourishing work tresses excellent result work highly recommended
230,104,U230,5.0,Superb,realy superb quality
231,104,U231,5.0,Love bamboo shampoo,amd combo shampoo repair density scalp cleanse scalp squeaky clean not super dry follow variety conditioner give strong
232,104,U232,5.0,Nice shampoo,shampoo soft
233,104,U233,5.0,Very much suitable for dry and frizzy hair,summer tames frizziness not dry shiny finish
234,104,U234,4.0,Nice Shampoo,reduces frizziness extent extremely mild shampoo not remove oil scalp daily
235,104,U235,5.0,Amazing,salon home bamboo kit shampoo conditioner strong shiny strand growth shampoo bamboo shampoo conditioner
236,104,U236,5.0,great results,worried started combo feel soft goodness aloe bamboo thing sulfate paraben free recommend
237,104,U237,5.0,Perfect for dry n frizzy hair,shampoo conditioner dry frizzy give soft shiny nourished conditioner super soft nourished felt never effective dry frizzy
238,104,U238,5.0,Silky Shiny hair,significant change texture fragrance ordered full size bottle fully recommend
239,104,U239,5.0,Nicee,shiny superb
240,104,U240,5.0,Everyone Should try this,absolutely conditioner conditioner shampoo range conditioner work superb quality
241,104,U241,5.0,Awesome,combo quality effective
242,104,U242,5.0,Good combo,sulphate paraben free check
243,104,U243,4.0,Nice,soft smell
244,104,U244,4.0,Aloe & Bamboo Shampoo + Conditioner,combo soft thing sulphate paraben free
245,104,U245,5.0,Shampoo and conditioner,honestly herbal essence thing paraben sulphate free fragrance soothing packaging
246,104,U246,4.0,Aloe and bamboo,combo healthy conditioner work conditioner optional step care shine contioner week work smoothining treatment respective shampoo serum
247,104,U247,3.0,Didn't suit me,dry rough clean scalp
248,104,U248,5.0,The best combo,superb paraben free
249,104,U249,5.0,Love this product,soft smell feeling comfortable quality excellent price range
250,104,U250,5.0,Very fresh smell,bottle healthier silky shiny manageable moisturize wash smell soothen feel nourished highly recommended
251,104,U251,5.0,Takes perfect care of your hair,shampoo conditioner duo fragrance soft
252,104,U252,5.0,Amazing combo!,shampoo conditioner week soft easily manageable fragrance
253,104,U253,5.0,I'm loving it,combo effecting strengthens root hairfall reduce wanted finally purchase satisfied result
254,104,U254,4.0,Amazing combo,combo strong
255,104,U255,5.0,Best shampoo conditioner duo,duo shampoo conditioner herbal essence shampoo month shampoo conditioner fall completely stopped healthy work
256,104,U256,5.0,So good 💕💕,herbal essence aloe bamboo shampoo conditioner soft no sulphate paraben lovely combo conditioner awesome shampoo fab fragrance combo buy
257,105,U257,5.0,Finally I got my HG.,oily scalp severely thin texture density pain find shampoo remove oil add volume not dry frizzy shampoo conditioner add shine parlour washed never changing discontinue
258,105,U258,5.0,Best Shampoo Brand- Go for it !!!,search shampoo conditioner shampoo gentle quantity require soft fall reduce conditioner fall lil comparison conditioner shampoo argan oil coconut shampoo range
259,105,U259,5.0,Smells good,herbal essence shampoo promising paraben sulphate free dry frizzy recommended oil wash shampoo dry wash
260,105,U260,5.0,It’s good !,bought mom healthier
261,105,U261,5.0,Amazing 😍,hope brand continue grow launch variant duo worth penny mild fragrance pleasant cleanse conditioner outstanding job definite repurchase
262,105,U262,4.0,Just okay,smell not leave shampoo
263,105,U263,2.0,Makes hair frizzy,frizzy dry not statisfied
264,105,U264,1.0,Worst shampoo ever.,absolute worst shampoo fall clump work strengthening opposite terrible waste money
265,105,U265,1.0,Very worst,dry not worth completely spoiled
266,106,U266,5.0,Good smell and shine,smell feel shiny wash
267,106,U267,5.0,Shampoo,soft decrease fall
268,106,U268,5.0,This is amazing shampoo,shampoo aloe extract natural ingredient soft fizzy dry highly recommend brand
269,106,U269,5.0,Best for silky shiny hair,reduce hairfall give silky shiny shampoo conditioner superb
270,106,U270,5.0,I love this shampoo,herbal sulphate free aloevera bamboo suggest chemical filled shampoos soft shiny highly recommended
271,106,U271,5.0,Makes hair silky,shampoo silly mom shampoo washing work
272,106,U272,5.0,Smells divine,week silky soft smell divine
273,106,U273,5.0,My favourite,mild shampoo suit scalp dry scalp health improve lot started shampoo
274,106,U274,5.0,It's a great shampoo,shampoo mild aroma bouncy shiny feel volume increasing totally worth
275,106,U275,5.0,Amazing Shampoo,shampoo soft wash leave fresh smell natural sulphate free
276,106,U276,5.0,Loving this shampoo,herbal essence shampoo strengthen nourishing free sulphate paraben important thing
277,106,U277,5.0,Great,started shampoo feel soft absolutely loving thing sulphate paraben free
278,106,U278,5.0,Shampoo for super smooth hair,bought not fragrance provide texture ypur dealing dryness loss ingredient pretty shampoo thrice week result buy
279,106,U279,5.0,Good product,herbal essence aloe bamboo shampoo refreshing smell leave squeaky clean shampoo shiny healthy wavy frizzy shampoo sulfate parabens free planet bottle recycled plastic cruelty free vegan
280,106,U280,5.0,Awesome product...!!!,aloe bamboo shampoo flawless added nourishment added shine essential ingredient helped never
281,106,U281,5.0,Perfect for smooth hair!,recently discovered brand herbal essences absolutely loving result shampoo conditioner super soft ingredient aloe bamboo strengthen soothes scalp quantity lot price totally worth buy damage save
282,106,U282,5.0,Loved it,shampoo packing shiny silky
283,106,U283,5.0,Best shampoo for silky smooth hair,shampoo moisturizes dry making soft hydrate increasing manageability shine sulphate parabens experience strength shine softness shampoo worth
284,106,U284,5.0,good for dry hair,highly recommend herbal essence shampoo month leave soft shiny wash controlling frizz free chemical
285,106,U285,5.0,Best shampoo for smooth silky hairs,herbal essence shampoo paraban sulphate free no added chemical give hairs natural ingredient worth everyday
