product_id,product_name,category,price,description,image_path,product_url
111,Herbal Essences Argan Oil Of Morocco Conditioner - For Frizz Free Hair - Paraben Free,Haircare,390,Premium Haircare product: Herbal Essences Argan Oil Of Morocco Conditioner - For Frizz Free Hair - Paraben Free,images/111.jpg,https://www.nykaa.com/herbal-essences-argan-oil-of-morocco-conditioner-for-frizz-free-hair-paraben-free/p/5360839
112,Herbal Essences Argan Oil Of Morocco Shampoo - For Frizz Free Hair - Paraben Free,Haircare,390,Premium Haircare product: Herbal Essences Argan Oil Of Morocco Shampoo - For Frizz Free Hair - Paraben Free,images/112.jpg,https://www.nykaa.com/herbal-essences-argan-oil-of-morocco-shampoo-for-frizz-free-hair-paraben-free/p/5360837
113,""Herbal Essences Argan Oil Shampoo & Conditioner For Frizz - No Parabens, No Colourants"",Haircare,533,""Premium Haircare product: Herbal Essences Argan Oil Shampoo & Conditioner For Frizz - No Parabens, No Colourants"",images/113.jpg,https://www.nykaa.com/herbal-essences-argan-oil-shampoo-conditioner-for-frizz-no-parabens-no-colourants/p/4719644"
114,""Herbal Essences Argan Oil Shampoo & Conditioner For Frizz - No Parabens, No Colourants"",Haircare,688,""Premium Haircare product: Herbal Essences Argan Oil Shampoo & Conditioner For Frizz - No Parabens, No Colourants"",images/114.jpg,https://www.nykaa.com/herbal-essences-argan-oil-shampoo-conditioner-for-frizz-no-parabens-no-colourants/p/4719644"
115,Herbal Essences Argan Shampoo + Argan Conditioner,Haircare,667,Premium Haircare product: Herbal Essences Argan Shampoo + Argan Conditioner,images/115.jpg,https://www.nykaa.com/herbal-essences-argan-shampoo-argan-conditioner/p/6604346
116,Herbal Essences Bio:Renew Hydrate Coconut Milk Conditioner,Haircare,423,Premium Haircare product: Herbal Essences Bio:Renew Hydrate Coconut Milk Conditioner,images/116.jpg,https://www.nykaa.com/herbal-essences-bio-renew-hydrate-coconut-milk-conditioner-400ml/p/452448
117,Herbal Essences Bio:Renew Strength Whipped Cocoa Butter Conditioner,Haircare,423,Premium Haircare product: Herbal Essences Bio:Renew Strength Whipped Cocoa Butter Conditioner,images/117.jpg,https://www.nykaa.com/herbal-essences-bio-renew-strength-whipped-cocoa-butter-conditioner-400ml/p/452449
118,Herbal Essences Cocoa Butter 2 Shampoo + Conditioner,Haircare,1295,Premium Haircare product: Herbal Essences Cocoa Butter 2 Shampoo + Conditioner,images/118.jpg,https://www.nykaa.com/herbal-essences-argan-2-shampoo-conditioner/p/1135937
119,""Herbal Essences Cocoa Butter Shampoo & Conditioner For Hair Strengthening - No Parabens, No Colourants"",Haircare,875,""Premium Haircare product: Herbal Essences Cocoa Butter Shampoo & Conditioner For Hair Strengthening - No Parabens, No Colourants"",images/119.jpg,https://www.nykaa.com/herbal-essences-bio-renew-strength-whipped-cocoa-butter-shampoo-conditioner-combo/p/456562"
120,""Herbal Essences Cocoa Butter Shampoo For Hair Strengthening - No Parabens, No Colourants"",Haircare,390,""Premium Haircare product: Herbal Essences Cocoa Butter Shampoo For Hair Strengthening - No Parabens, No Colourants"",images/120.jpg,https://www.nykaa.com/herbal-essences-cocoa-butter-shampoo-for-hair-strengthening-no-parabens-no-colourants-400ml/p/452443"
121,Herbal Essences Coconut 2 Shampoo + Conditioner,Haircare,1295,Premium Haircare product: Herbal Essences Coconut 2 Shampoo + Conditioner,images/121.jpg,https://www.nykaa.com/herbal-essences-argan-2-shampoo-conditioner/p/1135936
122,""Herbal Essences Coconut Milk Shampoo & Conditioner For Hydration & Softness - No Parabens, No Colourants"",Haircare,875,""Premium Haircare product: Herbal Essences Coconut Milk Shampoo & Conditioner For Hydration & Softness - No Parabens, No Colourants"",images/122.jpg,https://www.nykaa.com/herbal-essences-bio-renew-hydrate-coconut-milk-shampoo-conditioner-combo/p/456560"
123,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,Haircare,390,Premium Haircare product: Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,images/123.jpg,https://www.nykaa.com/herbal-essences-coconut-milk-shampoo-for-hydration-softness-no-parabens-no-colourants-400ml/p/452442
124,Herbal Essences Strawberry & Mint Conditioner - For Cleansing & Volume - Paraben Free,Haircare,277,Premium Haircare product: Herbal Essences Strawberry & Mint Conditioner - For Cleansing & Volume - Paraben Free,images/124.jpg,https://www.nykaa.com/herbal-essences-strawberry-mint-conditioner-for-cleansing-volume-paraben-free/p/5360840
125,Herbal Essences Strawberry & Mint Shampoo - For Cleansing & Volume - Paraben Free,Haircare,390,Premium Haircare product: Herbal Essences Strawberry & Mint Shampoo - For Cleansing & Volume - Paraben Free,images/125.jpg,https://www.nykaa.com/herbal-essences-strawberry-mint-shampoo-for-cleansing-volume-paraben-free/p/5360838
126,Herbal Essences Strawberry 2 Shampoo + Conditioner,Haircare,1295,Premium Haircare product: Herbal Essences Strawberry 2 Shampoo + Conditioner,images/126.jpg,https://www.nykaa.com/herbal-essences-argan-2-shampoo-conditioner/p/1135935
127,""Herbal Essences Strawberry Shampoo & Conditioner For Volume - No Parabens, No Colourants"",Haircare,875,""Premium Haircare product: Herbal Essences Strawberry Shampoo & Conditioner For Volume - No Parabens, No Colourants"",images/127.jpg,https://www.nykaa.com/herbal-essences-bio-renew-clean-white-strawberry-sweet-mint-shampoo-conditioner-combo/p/456563"
128,""Herbal Essences Strawberry Shampoo & Conditioner For Voluminous Hair - No Parabens, No Colourants"",Haircare,533,""Premium Haircare product: Herbal Essences Strawberry Shampoo & Conditioner For Voluminous Hair - No Parabens, No Colourants"",images/128.jpg,https://www.nykaa.com/herbal-essences-strawberry-shampoo-conditioner-for-voluminous-hair-no-parabens-no-colourants/p/4719645"
129,Herbal Essences Strawberry Shampoo + Strawberry Conditioner,Haircare,667,Premium Haircare product: Herbal Essences Strawberry Shampoo + Strawberry Conditioner,images/129.jpg,https://www.nykaa.com/herbal-essences-strawberry-shampoo-strawberry-conditioner/p/6604347
130,Kat's Bold Night Look - Kay Beauty Matte Lipstick & Liquid Eyeliner,Makeup,1273,Premium Makeup product: Kat's Bold Night Look - Kay Beauty Matte Lipstick & Liquid Eyeliner,images/130.jpg,https://www.nykaa.com/kat-s-bold-night-look-kay-beauty-matte-lipstick-liquid-eyeliner/p/3772408
131,Kay Beauty Cocktail Hour Combo - Gel Eye Pencils In Gold & Olive,Beauty Tools,1018,Premium Beauty Tools product: Kay Beauty Cocktail Hour Combo - Gel Eye Pencils In Gold & Olive,images/131.jpg,https://www.nykaa.com/kay-beauty-cocktail-hour-combo-gel-eye-pencils-in-gold-olive/p/6599374
132,Kay Beauty Colour Correcting Primer,Skincare,599,Premium Skincare product: Kay Beauty Colour Correcting Primer,images/132.jpg,https://www.nykaa.com/kay-beauty-colour-correcting-primer/p/2662674
133,Kay Beauty Colour Corrector Stick,Skincare,449,Premium Skincare product: Kay Beauty Colour Corrector Stick,images/133.jpg,https://www.nykaa.com/kay-beauty-colour-corrector-stick/p/654419
134,Kay Beauty Contour Stick,Skincare,509,Premium Skincare product: Kay Beauty Contour Stick,images/134.jpg,https://www.nykaa.com/kay-beauty-contour-stick/p/654428
135,Kay Beauty Creme Blush,Makeup,799,Premium Makeup product: Kay Beauty Creme Blush,images/135.jpg,https://www.nykaa.com/kay-beauty-creme-blush-sweetheart-pink/p/5093150
136,Kay Beauty Eyeshadow Palette,Skincare,959,Premium Skincare product: Kay Beauty Eyeshadow Palette,images/136.jpg,https://www.nykaa.com/kay-beauty-eyekanvas-eyeshadow-palette/p/1324436
137,Kay Beauty Gel Eye Pencil,Skincare,599,Premium Skincare product: Kay Beauty Gel Eye Pencil,images/137.jpg,https://www.nykaa.com/kay-beauty-gel-eye-pencil/p/6583638
138,Kay Beauty Glittery Glam Nails Look With Kay Beauty Nail Enamel Nail Polish,Skincare,356,Premium Skincare product: Kay Beauty Glittery Glam Nails Look With Kay Beauty Nail Enamel Nail Polish,images/138.jpg,https://www.nykaa.com/kay-beauty-glittery-glam-nails-look-with-kay-beauty-nail-enamel-nail-polish/p/4970778
139,Kay Beauty HD Liquid Colour Corrector,Skincare,679,Premium Skincare product: Kay Beauty HD Liquid Colour Corrector,images/139.jpg,https://www.nykaa.com/kay-beauty-hd-liquid-colour-corrector/p/5722072
140,Kay Beauty HD Translucent Loose Powder - White,Skincare,719,Premium Skincare product: Kay Beauty HD Translucent Loose Powder - White,images/140.jpg,https://www.nykaa.com/kay-beauty-hd-translucent-loose-powder-white/p/766529
141,Kay Beauty Hd Liquid Concealer,Makeup,679,Premium Makeup product: Kay Beauty Hd Liquid Concealer,images/141.jpg,https://www.nykaa.com/kay-beauty-hd-liquid-concealer/p/4518371
142,Kay Beauty Hydrating Foundation,Makeup,900,Premium Makeup product: Kay Beauty Hydrating Foundation,images/142.jpg,https://www.nykaa.com/kay-beauty-hydrating-foundation/p/1229442
143,Kay Beauty Illuminating Highlighter,Makeup,639,Premium Makeup product: Kay Beauty Illuminating Highlighter,images/143.jpg,https://www.nykaa.com/kay-beauty-illuminating-highlighter/p/834303
144,Kay Beauty Island Vibes Combo - Gel Eye Pencils In Blue & Green,Beauty Tools,1018,Premium Beauty Tools product: Kay Beauty Island Vibes Combo - Gel Eye Pencils In Blue & Green,images/144.jpg,https://www.nykaa.com/kay-beauty-island-vibes-combo-gel-eye-pencils-in-blue-green/p/6599370
145,Kay Beauty Lip & Cheek Combo,Makeup,1358,Premium Makeup product: Kay Beauty Lip & Cheek Combo,images/145.jpg,https://www.nykaa.com/kay-beauty-kay-beauty-lip-cheek-combo/p/4970783
146,Kay Beauty Matte Action Lip Liner,Makeup,413,Premium Makeup product: Kay Beauty Matte Action Lip Liner,images/146.jpg,https://www.nykaa.com/kay-matte-action-lip-pencil/p/573572
147,Kay Beauty Matte Blush,Makeup,639,Premium Makeup product: Kay Beauty Matte Blush,images/147.jpg,https://www.nykaa.com/kay-beauty-matte-blush/p/1080669
148,Kay Beauty Matte Compact,Skincare,639,Premium Skincare product: Kay Beauty Matte Compact,images/148.jpg,https://www.nykaa.com/kay-beauty-matte-compact/p/1129386
149,Kay Beauty Matte Drama Long Stay Lipstick,Makeup,749,Premium Makeup product: Kay Beauty Matte Drama Long Stay Lipstick,images/149.jpg,https://www.nykaa.com/kay-beauty-matte-lipstick/p/1010793
150,Kay Beauty Matte HD Setting Loose Powder,Skincare,599,Premium Skincare product: Kay Beauty Matte HD Setting Loose Powder,images/150.jpg,https://www.nykaa.com/kay-beauty-hd-setting-loose-powder/p/766520
151,Kay Beauty Matte Lips Combo - Lip Crayon - Wee Hours & Matte Lipstick - Backstage,Makeup,1438,Premium Makeup product: Kay Beauty Matte Lips Combo - Lip Crayon - Wee Hours & Matte Lipstick - Backstage,images/151.jpg,https://www.nykaa.com/kay-beauty-matte-lips-combo-lip-crayon-wee-hours-matte-lipstick-backstage/p/3621135
152,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Makeup,639,Premium Makeup product: Kay Beauty Matteinee Matte Lip Crayon Lipstick,images/152.jpg,https://www.nykaa.com/kay-matteinee-lip-crayon/p/573181
153,Kay Beauty Matteinee Matte Lip Crayon Lipstick Combo - Rom Com & Wee Hours,Makeup,1438,Premium Makeup product: Kay Beauty Matteinee Matte Lip Crayon Lipstick Combo - Rom Com & Wee Hours,images/153.jpg,https://www.nykaa.com/kay-beauty-matteinee-matte-lip-crayon-lipstick-combo-rom-com-wee-hours/p/2783911
154,Kay Beauty Metallic Eyeshadow Stick Pencil,Skincare,449,Premium Skincare product: Kay Beauty Metallic Eyeshadow Stick Pencil,images/154.jpg,https://www.nykaa.com/kay-beauty-metal-show-eyeshadow-stick/p/598027
155,Kay Beauty Nail Nourish Nail Emanel Combo - Carnival & Wine Berry,Beauty Tools,360,Premium Beauty Tools product: Kay Beauty Nail Nourish Nail Emanel Combo - Carnival & Wine Berry,images/155.jpg,https://www.nykaa.com/kay-beauty-nail-nourish-nail-emanel-combo-carnival-wine-berry/p/2809496
156,Kay Beauty Nail Nourish Nail Enamel Polish,Skincare,169,Premium Skincare product: Kay Beauty Nail Nourish Nail Enamel Polish,images/156.jpg,https://www.nykaa.com/kay-beauty-nail-nourish-nail-enamel-polish/p/626907
157,Kay Beauty Paint Your Mood Nail Enamel Combo,Beauty Tools,506,Premium Beauty Tools product: Kay Beauty Paint Your Mood Nail Enamel Combo,images/157.jpg,https://www.nykaa.com/kay-beauty-paint-your-mood-nail-enamel-combo/p/2809493
158,Kay Beauty Pastel Crush Nail Enamel Combo- Tender Lavender + Aspire + Pink Gem,Beauty Tools,574,Premium Beauty Tools product: Kay Beauty Pastel Crush Nail Enamel Combo- Tender Lavender + Aspire + Pink Gem,images/158.jpg,https://www.nykaa.com/kay-beauty-pastel-crush-nail-enamel-combo/p/2809492
159,Kay Beauty Pastel Perfection Nail Enamel Combo,Beauty Tools,360,Premium Beauty Tools product: Kay Beauty Pastel Perfection Nail Enamel Combo,images/159.jpg,https://www.nykaa.com/kay-beauty-pastel-perfection-nail-enamel-combo/p/2809497
160,Kay Beauty Quick Dry Liquid Eyeliner,Makeup,399,Premium Makeup product: Kay Beauty Quick Dry Liquid Eyeliner,images/160.jpg,https://www.nykaa.com/kay-beauty-eye-stylist-liquid-eyeliner/p/692836
161,Kay Beauty Shine On Combo - Gel Eye Pencils In Bronze & Green,Beauty Tools,1018,Premium Beauty Tools product: Kay Beauty Shine On Combo - Gel Eye Pencils In Bronze & Green,images/161.jpg,https://www.nykaa.com/kay-beauty-shine-on-combo-gel-eye-pencils-in-bronze-gold/p/6599375
162,Kay Beauty Ultra Black Volume & Length Mascara - Midnight,Makeup,679,Premium Makeup product: Kay Beauty Ultra Black Volume & Length Mascara - Midnight,images/162.jpg,https://www.nykaa.com/kay-beauty-volume-length-mascara-midnight/p/692818
163,Kay Beauty Waterproof 24 Hour Kajal - Spade - Black,Skincare,249,Premium Skincare product: Kay Beauty Waterproof 24 Hour Kajal - Spade - Black,images/163.jpg,https://www.nykaa.com/kay-kohlstar-kajal-spade/p/573594
164,L'Oreal Paris Age 20+ Skin Perfect Cream UV Filters,Skincare,115,Premium Skincare product: L'Oreal Paris Age 20+ Skin Perfect Cream UV Filters,images/164.jpg,https://www.nykaa.com/l-oreal-paris-age-20-skin-perfect-cream-uv-filters/p/18744
165,L'Oreal Paris Casting Creme Gloss Hair Color - 316 + Magic Retouch Instant Root Concealer - 2 Dark Brown,Makeup,929,Premium Makeup product: L'Oreal Paris Casting Creme Gloss Hair Color - 316 + Magic Retouch Instant Root Concealer - 2 Dark Brown,images/165.jpg,https://www.nykaa.com/l-oreal-paris-casting-creme-gloss-hair-color-316-plum-magic-retouch-instant-root-concealer-2-dark-brown/p/301196
166,L'Oreal Paris Casting Creme Gloss Ultra Visible Conditioning Hair Color,Haircare,650,Premium Haircare product: L'Oreal Paris Casting Creme Gloss Ultra Visible Conditioning Hair Color,images/166.jpg,https://www.nykaa.com/l-oreal-paris-casting-creme-gloss-ultra-visible-conditioning-hair-color/p/4394259
167,L'Oreal Paris Excellence Fashion Highlights Hair Color,Haircare,350,Premium Haircare product: L'Oreal Paris Excellence Fashion Highlights Hair Color,images/167.jpg,https://www.nykaa.com/l-oreal-paris-excellence-fashion-highlights-hair-color/p/266374
168,L'Oreal Paris Flash Cat Eye Eyeliner - Black,Makeup,799,Premium Makeup product: L'Oreal Paris Flash Cat Eye Eyeliner - Black,images/168.jpg,https://www.nykaa.com/l-oreal-paris-flash-cat-eye-eyeliner-black/p/435111
169,L'Oreal Paris Glycolic Bright Day Regime,Skincare,1102,Premium Skincare product: L'Oreal Paris Glycolic Bright Day Regime,images/169.jpg,https://www.nykaa.com/l-oreal-paris-glycolic-bright-day-regime/p/7308001
170,L'Oreal Paris Hair Colour Protection Combo - Casting Creme Gloss Hair Colour 400 Dark Brown + Magic Retouch,Haircare,929,Premium Haircare product: L'Oreal Paris Hair Colour Protection Combo - Casting Creme Gloss Hair Colour 400 Dark Brown + Magic Retouch,images/170.jpg,https://www.nykaa.com/nylpbndl00486/p/771559
171,L'Oreal Paris Infallible Gel Crayon Eyeliner,Makeup,429,Premium Makeup product: L'Oreal Paris Infallible Gel Crayon Eyeliner,images/171.jpg,https://www.nykaa.com/l-oreal-paris-infallible-gel-crayon-eyeliner/p/257862
172,L'Oreal Paris Infallible Le Rouge Lipstick,Makeup,990,Premium Makeup product: L'Oreal Paris Infallible Le Rouge Lipstick,images/172.jpg,https://www.nykaa.com/l-oreal-paris-infaillible-le-rouge-lipstick/p/479
173,L'Oreal Paris Infallible Mega Gloss,Skincare,830,Premium Skincare product: L'Oreal Paris Infallible Mega Gloss,images/173.jpg,https://www.nykaa.com/l-oreal-paris-infallible-mega-gloss/p/36379
174,L'Oreal Paris Infallible Pro-Spray & Set Makeup Extender,Makeup,999,Premium Makeup product: L'Oreal Paris Infallible Pro-Spray & Set Makeup Extender,images/174.jpg,https://www.nykaa.com/l-oreal-paris-infallible-pro-spray-set-makeup-extender/p/139993
175,L'Oreal Paris Infallible Ultra Matte Liquid Les Macarons Lipstick,Makeup,799,Premium Makeup product: L'Oreal Paris Infallible Ultra Matte Liquid Les Macarons Lipstick,images/175.jpg,https://www.nykaa.com/l-oreal-paris-infallible-ultra-matte-liquid-les-macarons-lipstick/p/681194
176,L'Oreal Paris Le Bar Powder Blush - 8 City Explorer,Makeup,509,Premium Makeup product: L'Oreal Paris Le Bar Powder Blush - 8 City Explorer,images/176.jpg,https://www.nykaa.com/l-oreal-paris-le-bar-shimmer-blush-8-city-explorer/p/648660
177,L'Oreal Paris Magic Retouch Instant Root Concealer Spray,Makeup,299,Premium Makeup product: L'Oreal Paris Magic Retouch Instant Root Concealer Spray,images/177.jpg,https://www.nykaa.com/l-oreal-paris-magic-retouch-instant-root-concealer/p/160488
178,L'Oreal Paris Matte Signature Eyeliner,Makeup,650,Premium Makeup product: L'Oreal Paris Matte Signature Eyeliner,images/178.jpg,https://www.nykaa.com/l-oreal-paris-matte-signature-eyeliner/p/648648
179,L'Oreal Paris Superliner Black Lacquer,Skincare,799,Premium Skincare product: L'Oreal Paris Superliner Black Lacquer,images/179.jpg,https://www.nykaa.com/l-oreal-superliner-black-lacquer/p/5612
180,L'Oreal Paris True Match BB Cream,Skincare,670,Premium Skincare product: L'Oreal Paris True Match BB Cream,images/180.jpg,https://www.nykaa.com/l-oreal-paris-true-match-bb-creams/p/353931
181,L'Oreal Paris Volume Million Lashes Waterproof Mascara,Makeup,999,Premium Makeup product: L'Oreal Paris Volume Million Lashes Waterproof Mascara,images/181.jpg,https://www.nykaa.com/l-oreal-paris-volume-million-lashes-waterproof-mascara/p/64110
182,L'Oreal Paris x Karl Lagerfeld Lipstick,Makeup,750,Premium Makeup product: L'Oreal Paris x Karl Lagerfeld Lipstick,images/182.jpg,https://www.nykaa.com/l-oreal-paris-x-karl-lagerfeld-lipstick/p/648655
183,Lakme 9 To 5 Matte Moist Mattifying Moisturiser,Skincare,279,Premium Skincare product: Lakme 9 To 5 Matte Moist Mattifying Moisturiser,images/183.jpg,https://www.nykaa.com/lakme-9-to-5-matte-moist-mattifying-moisturiser-50-gm/p/930436
184,Lakme 9to5 Primer + Matte Liquid Lip Color,Makeup,499,Premium Makeup product: Lakme 9to5 Primer + Matte Liquid Lip Color,images/184.jpg,https://www.nykaa.com/lakme-9to5-primer-matte-liquid-lip-color/p/6028352
185,Lakme Absolute Argan Oil Serum Foundation With SPF 45,Makeup,660,Premium Makeup product: Lakme Absolute Argan Oil Serum Foundation With SPF 45,images/185.jpg,https://www.nykaa.com/lakme-absolute-argan-oil-serum-foundation-with-spf-45/p/189912
186,Lakme Absolute Flutter Secrets Dramatic Eyes Mascara - Night Drama,Makeup,659,Premium Makeup product: Lakme Absolute Flutter Secrets Dramatic Eyes Mascara - Night Drama,images/186.jpg,https://www.nykaa.com/lakme-absolute-flutter-secrets-dramatic-eyes-mascara/p/14410
187,Lakme Absolute Forever Silk Eyeliner,Makeup,395,Premium Makeup product: Lakme Absolute Forever Silk Eyeliner,images/187.jpg,https://www.nykaa.com/lakme-absolute-forever-silk-eyeliner/p/9471
188,Lakme Absolute Illuminating Blush Shimmer Brick,Makeup,616,Premium Makeup product: Lakme Absolute Illuminating Blush Shimmer Brick,images/188.jpg,https://www.nykaa.com/lakme-absolute-illuminating-blush-shimmer-brick/p/68508
189,Lakme Absolute Illuminating Blush Shimmer Brick - In Pink + Eyeconic Curling Mascara - Black Combo,Makeup,976,Premium Makeup product: Lakme Absolute Illuminating Blush Shimmer Brick - In Pink + Eyeconic Curling Mascara - Black Combo,images/189.jpg,https://www.nykaa.com/lakme-absolute-illuminating-blush-shimmer-brick-in-pink-eyeconic-curling-mascara-black-combo/p/860860
190,Lakme Absolute Kohl Ultimate The Gelato Collection,Skincare,400,Premium Skincare product: Lakme Absolute Kohl Ultimate The Gelato Collection,images/190.jpg,https://www.nykaa.com/lakme-absolute-kohl-ultimate-the-gelato-collection/p/684657
191,Lakme Absolute Plush Matte Lip Crayon,Makeup,680,Premium Makeup product: Lakme Absolute Plush Matte Lip Crayon,images/191.jpg,https://www.nykaa.com/lakme-absolute-plush-matte-lip-crayon/p/1474924
192,Lakme Absolute White Intense SPF 20 Concealer Stick,Makeup,560,Premium Makeup product: Lakme Absolute White Intense SPF 20 Concealer Stick,images/192.jpg,https://www.nykaa.com/lakme-absolute-white-intense-concealer-stick-spf-20/p/1290
193,Lakme Blush & Glow Lemon Freshness Gel Face Wash,Makeup,115,Premium Makeup product: Lakme Blush & Glow Lemon Freshness Gel Face Wash,images/193.jpg,https://www.nykaa.com/lakme-blush-glow-lemon-freshness-gel-face-wash-with-lemon-extracts/p/457014
194,Lakme Enrich Matte Lipstick,Makeup,320,Premium Makeup product: Lakme Enrich Matte Lipstick,images/194.jpg,https://www.nykaa.com/lakme-enrich-matte-lipstick/p/44879
195,Lakme Enrich Satin Lipstick,Makeup,260,Premium Makeup product: Lakme Enrich Satin Lipstick,images/195.jpg,https://www.nykaa.com/lakme-enrich-satin-lipstick/p/24093
196,Lakme Eye-conic Eyes Combo,Beauty Tools,630,Premium Beauty Tools product: Lakme Eye-conic Eyes Combo,images/196.jpg,https://www.nykaa.com/lakme-eye-conic-eyes-combo-pink-friday-nov2020-slash-save/p/995305
197,Lakme Face Sheer Blusher,Makeup,383,Premium Makeup product: Lakme Face Sheer Blusher,images/197.jpg,https://www.nykaa.com/lakme-face-sheer-blush/p/1268
198,Lakme Kajal - Black,Skincare,75,Premium Skincare product: Lakme Kajal - Black,images/198.jpg,https://www.nykaa.com/lakme-kajal/p/981
199,Lakme Lip Gloss,Makeup,200,Premium Makeup product: Lakme Lip Gloss,images/199.jpg,https://www.nykaa.com/lakme-lip-gloss/p/1017
200,Lakme Matte Ultimate Festive Lips Combo,Makeup,1650,Premium Makeup product: Lakme Matte Ultimate Festive Lips Combo,images/200.jpg,https://www.nykaa.com/lakme-matte-ultimate-festive-lips-combo/p/6565374
201,Lakme Peach Milk Moisturizer Spf 24 Pa++,Skincare,449,Premium Skincare product: Lakme Peach Milk Moisturizer Spf 24 Pa++,images/201.jpg,https://www.nykaa.com/lakme-peach-milk-moisturizer-spf-24-pa/p/4639701
202,Lakme Perfect Definition Lipliner - Mauve Passion,Makeup,260,Premium Makeup product: Lakme Perfect Definition Lipliner - Mauve Passion,images/202.jpg,https://www.nykaa.com/lakme-perfect-definition-lipliner-mauve-passion/p/4586552
203,Lakme True Wear Nail Color,Skincare,125,Premium Skincare product: Lakme True Wear Nail Color,images/203.jpg,https://www.nykaa.com/lakme-true-wear-nail-color/p/1139
204,Masaba By Nykaa - Face Palm Lipstick & Nail Enamel Combo,Makeup,559,Premium Makeup product: Masaba By Nykaa - Face Palm Lipstick & Nail Enamel Combo,images/204.jpg,https://www.nykaa.com/masaba-by-nykaa-face-palm-lipstick-nail-enamel-combo/p/513866
205,Masaba By Nykaa - You Croc My World Lipstick & Nail Enamel Combo,Makeup,559,Premium Makeup product: Masaba By Nykaa - You Croc My World Lipstick & Nail Enamel Combo,images/205.jpg,https://www.nykaa.com/masaba-by-nykaa-you-croc-my-world-lipstick-nail-enamel-combo/p/513815
